ลำดับ,เพศ,จังหวัดที่อาศัย,โรงเรียน,สำเร็จการศึกษาจาก,จังหวัด,เกรดเฉลี่ยสะสม,รายได้ครอบครัว,หลักสูตรที่เข้าศึกษา,ปัจจัยสถาบันการศึกษา1,ปัจจัยสถาบันการศึกษา2,ปัจจัยสถาบันการศึกษา3,ปัจจัยสถาบันการศึกษา4,ปัจจัยสถาบันการศึกษา5,ปัจจัยสถาบันการศึกษา6,ปัจจัยด้านโปรแกรมการศึกษา/หลักสูตร1,ปัจจัยด้านโปรแกรมการศึกษา/หลักสูตร2,ปัจจัยด้านโปรแกรมการศึกษา/หลักสูตร3,ปัจจัยด้านโปรแกรมการศึกษา/หลักสูตร4,ปัจจัยด้านโปรแกรมการศึกษา/หลักสูตร5,ปัจจัยด้านโปรแกรมการศึกษา/หลักสูตร6,ปัจจัยในการตัดสินใจ1,ปัจจัยในการตัดสินใจ2,ปัจจัยในการตัดสินใจ3,ปัจจัยในการตัดสินใจ4,ปัจจัยด้านเหตุผลส่วนตัว1,ปัจจัยด้านเหตุผลส่วนตัว2,ปัจจัยด้านเหตุผลส่วนตัว3,ปัจจัยด้านเหตุผลส่วนตัว4,ปัจจัยด้านเหตุผลส่วนตัว5,ปัจจัยด้านสื่อและการประชาสัมพันธ์1,ปัจจัยด้านสื่อและการประชาสัมพันธ์2,ปัจจัยด้านสื่อและการประชาสัมพันธ์3,ปัจจัยด้านสื่อและการประชาสัมพันธ์4,ปัจจัยด้านสื่อและการประชาสัมพันธ์5,จัดการเรียนการสอนที่ศูนย์แม่ริม,ความคาดหวังที่นักศึกษาคิดว่าจะได้รับ,ข้อเสนอแนะ
157,ญ,เชียงใหม่,มัธยมศึกษาของรัฐ,ศึกษาสงเคราะห์,เชียงใหม่,3.76,"ไม่เกิน 10,000",อาชีวอนามัยและความปลอดภัย,4,4,3,5,4,2,4,4,3,4,5,4,4,4,3,2,4,2,2,3,4,3,3,3,3,4,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,1. ได้รับความรู้ที่สามารถนำไปใช้ทั้งในด้านวิชาการและด้านการใช้ชีวิต,
158,ญ,สุโขทัย,มัธยมศึกษาของรัฐ,ศรีสำโรงชนูปถัมภ์,สุโขทัย,2.80,"ไม่เกิน 10,000",อาชีวอนามัยและความปลอดภัย,4,3,3,3,4,4,4,4,3,3,4,4,4,4,3,3,3,2,5,3,4,4,3,2,3,4,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,"1. มีการเรียนการสอนที่ดี
2. อาจารย์ที่ปรึกษาให้คามรู้เข้าใจง่าย",
159,ญ,แพร่,มัธยมศึกษาของรัฐ,เวียงเทพวิทยา,แพร่,2.78,"10,001-20,000",อาชีวอนามัยและความปลอดภัย,4,4,3,5,5,5,3,3,3,5,5,5,3,4,4,3,3,2,2,2,3,3,3,3,3,4,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,"1. ได้รับการทำงานที่ดี
2. ได้มิตรที่ดี
3. ได้รับความรู้จากอาจารย์ได้ดี",
160,ช,แพร่,มัธยมศึกษาของรัฐ,เวียงเทพวิทยา,แพร่,3.14,"10,001-20,000",อาชีวอนามัยและความปลอดภัย,4,4,4,3,3,4,4,4,3,4,4,4,3,3,3,3,4,3,3,3,4,4,4,4,3,4,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,"1. นำความรู้และประสบการณ์ที่ได้ไปใช้ในชีวิตในอนาคต
2. นำความรู้ไปประกอบอาชีพ
3. ทักษะการใช้ชีวิตในสังคม",
161,ช,เชียงใหม่,มัธยมศึกษาของรัฐ,เชียงดาววิทยาคม,เชียงใหม่,2.86,"10,001-20,000",อาชีวอนามัยและความปลอดภัย,4,3,4,5,3,5,4,4,3,3,4,5,3,5,4,3,1,5,3,3,3,3,3,4,3,3,ไม่สะดวก/ไม่ยินดีในการศึกษาต่อ เนื่องจาก  การเดินทางไม่สะดวกและใช้เวลานาน,"1. หวังว่าจะได้รับความรู้และวิชาชีพ
2. อยากให้ระหว่างเรียนไม่มีปัญหาอะไร",
162,ช,เชียงใหม่,มัธยมศึกษาของรัฐ,เชียงดาววิทยาคม,เชียงใหม่,3.09,"10,001-20,000",อาชีวอนามัยและความปลอดภัย,3,3,2,4,4,1,4,3,2,4,4,3,3,1,1,1,3,1,1,1,3,2,1,3,3,2,ไม่สะดวก/ไม่ยินดีในการศึกษาต่อ เนื่องจาก  ไม่มีที่พักที่แม่ริม,"1. เอาไปใช้ในชีวิตประจำวันได้
2. มีงานทำที่ดี
3. มีชีวิตที่มีความสุข",
163,ญ,น่าน,มัธยมศึกษาของรัฐ,มัธยมพระราชทานเฉลิมพระเกียรติ,น่าน,2.87,"ไม่เกิน 10,000",สาธารณสุขชุมชน,4,4,4,4,4,5,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,5,5,5,4,5,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,1. การได้รับความมั่นใจในการทำงานในอนาคต,
164,ช,ลำปาง,มัธยมศึกษาของรัฐ,เถินวิทยา,ลำปาง,2.33,"ไม่เกิน 10,000",สาธารณสุขชุมชน,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,4,5,5,5,5,3,5,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,"1. ได้รับความรู้ในการเรียน
2. เป็นคนดี
3. นำความรู้ไปใช้ในชีวิตประจำวัน                     4. ขยันในเรื่องการเรียนและการทำงาน",
165,ญ,เชียงราย,มัธยมศึกษาของรัฐ,เทศบาลนครเชียงราย,เชียงราย,3.71,"10,001-20,000",        คหกรรมศาสตร์           (การออกแบบแฟชั่นและสิ่งทอ),5,3,4,3,5,5,4,4,3,4,3,4,5,5,3,5,1,1,2,1,3,3,3,3,1,3,ไม่สะดวก/ไม่ยินดีในการศึกษาต่อ เนื่องจาก  ไม่สะดวกต่อการเดินทาง  ถ้าหากไปพักที่ศูนย์แม่ริมไม่มียานพาหนะในการเดินทาง,"1. นำไปใช้ได้
2. มีอาชีพในอนาคต
3. เป็นที่ยอมรับในสังคมการทำงาน",
166,ช,เชียงใหม่,มัธยมศึกษาของรัฐ,หางดงรัฐราษฎร์อุปถัมภ์,เชียงใหม่,2.42,"10,001-20,000",เทคโนโลยีวิศวกรรมก่อสร้าง,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,,4,1,3,3,4,4,3,4,4,4,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,"1. การใช้ชีวิต
2. ความรู้
3. ความสามารถ",
167,ช,เชียงใหม่,สถาบันอาชีวศึกษา,วิทยาลัยเทคโนโลยีโปลิเทคนิคลานนา,เชียงใหม่,3.75,"20,001-30,000 ",เทคโนโลยีวิศวกรรมก่อสร้าง,3,4,5,4,5,4,5,4,5,4,4,4,4,4,5,3,4,4,5,4,4,5,4,4,4,4,ไม่สะดวก/ไม่ยินดีในการศึกษาต่อ เนื่องจาก  ไกลเกินไป ไม่อยากไปเลย ไกลบ้าน,1. จบไปมีความรู้ที่ดี,
168,ช,แม่ฮ่องสอน,สถาบันอาชีวศึกษา,วิทยาลัยเทคโนโลยีโปลิเทคนิคลานนา,เชียงใหม่,3.05,"10,001-20,000",เทคโนโลยีวิศวกรรมก่อสร้าง,5,4,5,4,4,4,5,5,5,5,4,4,4,3,4,4,5,5,5,4,4,4,4,5,5,4,ไม่สะดวก/ไม่ยินดีในการศึกษาต่อ เนื่องจาก  ไกลเกินไป ไม่อยากเลย,1. จบไปมีความรู้ที่ดี,
169,ช,แม่ฮ่องสอน,สถาบันอาชีวศึกษา,วิทยาลัยเทคโนโลยีโปลิเทคนิคลานนา,เชียงใหม่,3.50,"20,001-30,000 ",เทคโนโลยีวิศวกรรมก่อสร้าง,3,3,3,3,3,4,4,4,3,3,3,3,3,4,4,4,3,4,4,4,3,4,3,4,4,3,"ไม่สะดวก/ไม่ยินดีในการศึกษาต่อ เนื่องจาก  ไกลจากบ้าน  ต้องเช่าหอ
ข้อเสนอแนะ จัดหาหอพักให้นักศึกษา",1. จบตามหลักสูตร,
170,ช,เชียงใหม่,มัธยมศึกษาของรัฐ,,,2.80,"30,001 ขึ้นไป",เทคโนโลยีวิศวกรรมก่อสร้าง,4,4,4,3,3,3,4,4,4,4,4,5,4,3,4,3,3,3,3,4,4,4,3,3,3,4,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,,
171,ช,ลำพูน,มัธยมศึกษาของรัฐ,,,3.20,"20,001-30,000 ",เทคโนโลยีวิศวกรรมก่อสร้าง,4,3,4,4,4,4,4,4,3,3,3,5,4,3,3,3,4,3,3,4,3,4,4,3,2,4,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,1. ได้ความรู้,
172,ช,ลำพูน,สถาบันอาชีวศึกษา,เทคโนโลยีหมู่บ้านครูภาคเหนือ,ลำพูน,2.80,"10,001-20,000",เทคโนโลยีวิศวกรรมก่อสร้าง,5,5,5,5,4,4,4,5,4,5,4,5,4,4,4,5,4,4,5,4,5,4,5,4,4,4,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,,
173,ญ,ลำพูน,มัธยมศึกษาของรัฐ,,,3.77,"10,001-20,000",สาธารณสุขชุมชน,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,3,3,5,5,5,5,5,5,ไม่สะดวก/ไม่ยินดีในการศึกษาต่อ เนื่องจาก  ,"1. ประสบการณ์ใหม่ๆ
2. ความรู้ที่สามารถประกอบในชีวิตประจำวันได้
3. เจอเพื่อน  สังคมที่ดี",
174,ญ,ตาก,มัธยมศึกษาของรัฐ,กีฬาเทศบาลนครปฐม,นครปฐม,3.72,"10,001-20,000",สาธารณสุขชุมชน,4,4,3,3,4,5,5,4,4,4,5,5,4,2,4,3,3,2,1,3,4,4,4,4,4,4,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,"1. มีความรู้และประสบการณ์ที่ดี
2. มีงานทำ
3. มีประสิทธิภาพ",
175,ญ,น่าน,มัธยมศึกษาของรัฐ,ท่าวังผาพิทยาคม,น่าน,3.41,"ไม่เกิน 10,000",สาธารณสุขชุมชน,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,1,1,2,2,3,3,2,3,2,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,,
176,ญ,สุราษฎร์ธานี,มัธยมศึกษาของรัฐ,บ้านนาสาร,สุราษฎร์ธานี,3.70,"30,001 ขึ้นไป",สาธารณสุขชุมชน,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,"1. อยากได้ความรู้ใหม่ๆ
2. เจอสังคมใหม่ๆ
3. เจอประสบการณ์ที่ดีในมหาวิทยาลัย               4. เจอผู้คนที่ดี",
177,ญ,แม่ฮ่องสอน,มัธยมศึกษาของรัฐ,สบเมยวิทยาคม,แม่ฮ่องสอน,2.97,"ไม่เกิน 10,000",สาธารณสุขชุมชน,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5,5,5,5,4,5,5,5,5,ไม่สะดวก/ไม่ยินดีในการศึกษาต่อ เนื่องจาก  เดินทางลำบาก  ไกลเกินไป ,"1. จบมามีงานรองรับ
2. มีเพื่อนที่ดีและสังคมที่ดี
3. อาหารอร่อย
4. อาจารย์มีอารมณ์ขัน
5. รุ่นพี่ดี ให้คำแนะนำดี
6. มหาวิทยาลัยน่าอยู่",
178,ญ,นครราชสีมา,มัธยมศึกษาของรัฐ,ห้วยแถลงพิทยาคม,นครราชศรีมา,3.54,"10,001-20,000",สาธารณสุขชุมชน,3,3,4,2,5,4,4,4,3,5,4,5,4,3,5,5,1,1,1,1,4,4,1,2,2,5,"ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม
ข้อเสนอแนะ อยากให้สะดวกต่อการเดินทางไปมหาวิทยาลัย",,
179,ญ,เชียงใหม่,มัธยมศึกษาของเอกชน,วชิรวิทย์,เชียงใหม่,3.00,"10,001-20,000",สาธารณสุขชุมชน,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,ไม่สะดวก/ไม่ยินดีในการศึกษาต่อ เนื่องจาก  เดินทางลำบาก  ไกลเกิน ,"1. มีเพื่อนที่ดี
2. อาจารย์ให้คำปรึกษาดี
3. อาหารอร่อย
4. จบมามีงานทำ
5. เรียนจบพร้อมเพื่อน
6. เคารพซึ่งกันและกัน",
